text_final,sentiment
aplikasi praktis mudah semua transaksi transfer bayar tagih belanja cepat ribet aman percaya promo tarik hari sangat rekomendasi butuh finansial digital hari,positif
aplikasi aman nya gak ketat masa uang kurang bayar otomatis harus gak nama bayar otomatis tiap bayar confirmasi dlu aplikasi bodoh biar nya aktifitas bayar otomatis hasil huhh,negatif
dana premium pas coba qr ngak nganguan tolong baik,negatif
kenapa akun dana ga upgrade dana premium ya status beranda upgrade ubah mode dan fitur ana bantu tolong fitur dengar keluh selesai muncul,netral
bnyak bug yg aneh contoh top up langsung transaksi transaksi hasil jarak menit transaksi tera saldo pas cek saldo sisa transaksi qr ga untk retting bintang bug baik langsung rating bintang,negatif
tolong baik gak d upgrade dana premium,negatif
dana gk pinjam cicil transaksi dn limit jt dana gk buka bayar cicil ny tolong bukk kn y bos,positif
susah banget login masuk pin verifikasi wajah kode otp padahl pakai ponsel login pakai hp ajah kek gin pas login kmrn otp bikin kecewa banget,negatif
pihak dana kasih jelas gak nih gak daftar muncul ny langsung masuk nomor sandi kartu nomer daftar aneh udah nyoba gak gak kode token otp nya aplikasi dana jelek,negatif
daftar loding kemaren sampe loding udah hapus aplikasi donlod gitu gimana ya butuh banget,negatif
mudah guna cepat banget urus transfer,positif
sudah fitur dana cicil sy msh blm aktivasi guna fitur dana cicil lebih hilang lg fitur dana cicil bagai coba tp tdk hubung ana jawab tdk muas yg sistem operator langsung,negatif
mohon bantu pindah no no mati pakai no gak premium,positif
aneh scan barcode gak gak bagus pokok nya,negatif
over all the best buka halaman tab nya loading detik kesal fitur cetak emas harap serta tanda bukti detail cetak kirim nya rumah user,positif
dar informasi update aplikasi dana versi baru ngebug loading sebab versi os ios hp atau bahkan sudah tidak bisa update os ios yg sebab updetan aplikasi dana baru sanggup proses os ios hp solusi coba buka akun dana hp os ios tahun muda hp yg,positif
benci aplikasi dana fitur kam nya uang ambil langanan langgan ngga tuju uang hilang bayar apk dana taii,negatif
mantap fitur dana instan nya buka,positif
tolong baik sistem nya topup saldo dana gak masok min,negatif
transaksi juta dana cicil engga akses parah,negatif
maaf aja ngalamin update dana gak login ya tiap masukin daftar daftar langsung mental ulang tolong dev baik bug opsi mudah balikin uang k,positif
downloadnya mudah verifikasi blank error khawatir transaksi aplikasi coba terang apaa aplikasi teelleeekkk bolak login gak,negatif
aplikasi guna top up game nominal ribuah aja error terus,negatif
akun hack saldo hilang gak tanggung kali kecewa tahun pakai dana,negatif
gak masuk akun sinyal bagus loading nya layar nya beku trus gk apa apain layar nya beku uang akun gk kecewa bantu ana nya gak guna,negatif
solusi akun dana login saldo nya kasih solusi dana,negatif
kendala proses transaksi tau kendala udah nunggu suruh nunggu,negatif
bantu transfer mudah biaya admin terima kasih dana dompet digital,positif
bagus sih napa leg kalok input nomor,positif
mudah proses kirim mana aj guna qris jg ga ribet wlw nominal thanks dana kau sgt bantu q,positif
aplikasi bloon udah dilunasin telat limit cuman k udah minggu kagak dipake dana cicil asli kocak,negatif
asa lancar aj ganguan tolong diperhatiin,negatif
tolong baik bos motong saldo akun dana cicil bukti potong aplikasi kasih bintang baik,negatif
ga ribet cepat transfer pakai suka,positif
aplikasi yg mudah tipu jadi target guna dana tipu jd hati yaa sembarang bagi otp dana otp aplikasi apa,positif
transaksi mudah tetep aja klo jaring gada uang cash jga,positif
halo admind aplikasi dana terima bayar qris tampa nominal kalo tolong tambah bayar all payment,positif
coba aplikasi baik coba masuk hal coba hapus cache hapus data segera baik,negatif
jamin uang kebal bohong system dana batal transaksi kenal langsung kembali saldo surat lapor gak guna,negatif
aplikasi busuk gampang bobol akun dana tarik bayar googleplay tiktok langgan apa ditiktok ya verif otp tahap konfirmasi bayar langsung tarik mudah sorry uninstall kalo nyimpan uang mending platform aja bank,negatif
tolong aplikasi dana bingung dana dana busines dana plus pakai bingung kasi dompet aja uang dana plus nominal tampil dana busines udah masuk dana plus ya nominal tampil dana busines biar gak kacau,netral
bagus sih arah nya kalo emang arah nya kek gin mending aja kartu visa atau mastercard digital kalo gratis kalo bayar mending gin dana bank ga aja,positif
pihak dana tolong baik teknis tarik saldo dana bisnis terang yah kendala proses sila coba ya tolong banget mah eror mulu saldo saya situ lohhhhh udh hubung pusat bantu yg bot skrg kirim foto,negatif
baru masuk langsung masuk premium gk kendala daftar premium menginstal daftar instruksi premium langsung ajah lewat sempat nya gk erorr erorr salah lewat saran aplikasi nya kali daftar edit plislah developer anak akun scan wajah anak boleh,positif
da oke sih pas check in hadiah yg voucher cuman abis yg hari gk kendala jaring jaring bagus check in hadiah cuman gk abis ulang daripertama tipu gimana check innya hari blm yg hari alas kendala jaring jaring bagus tolong baik ya min dana,positif
saya guna aplikasi bayar tagih dana cicil lambat limit sedia mohon baik sistemnnya,negatif
gapernah kaitin email akun dana nya pas login code email login code whatsapp gabisa login email gaada hp tolong ya dana banget app ny transaksi,netral
info kak tolong dana d bantu login hp d restat lupa log out,positif
aplikasi dana yg bagus udh tahun pake dana smpe skrang gak prnah kendala ganti nomr dana mudah mindahinnya dapet dana cicil mudah urgent token kuota cuman blum muncul dana instan pdhal transaksi uang masuk lancar kerja online drmh dana desak butuh skali moga muncul dana instan,positif
saya transfer teman sudah bukti tranfers tp uang ga masuk tanya pusat bantu super lambat responya via email aja sangat kecewa uang ga tau lat mana,positif
transaksi pake dana fitur dana cicil ga muncul muncul ya udah chat ana suruh nunggu udah nunggu ga lanjut,netral
buka aplikasi susah sistem sibuk hrs x masuk tlong dnk diperbaikin alhmdulilah skrg dana mudah dn cepat terimakasih bintang sya ubah tahan performa ya,positif
krusial apk login sulit nomor aktif apk spay cuman butuh sandi aja kendala masuk kirim pulih email tolong dana contoh apk milik akses mudah data jaga suruh chat ai kasih bantu nambah pusing,netral
aplikasi ganggu gimna sih beli pulsa ga buka atur ga,negatif
aplikasi busuk ngelagnya parahhh it tolol g mutu habis update buka bagus lag,negatif
aplikasi dua pakai dana mudah cepat praktis biaya admin pokok the best,positif
ribet bangeet aplikasi mudah kalo nomer hilang ktp log permueah,negatif
ga banget transfer mending pake bank aja yg udh tf bank status nya udh selesai cek mutasi gamasuk pikir pikir deh taro uang dana cek tt,negatif
maaf aplikasi baharu data isis gak ada email kontak adu,positif
customer care ana becus kendala aju jawab solusi,negatif
aplikasi nya bagus dana tgl ganggu transaksi,negatif
tiba error gabisa dipake transaksi e wallet bank versi kadaluwarsa update koneksi internet buka youtube tiktok lancar ampun plis deh butuh transaksi loh,negatif
kak ya ngirim saldo gopay update hapus cache nya tolong ya bantu,negatif
hilang saldo tolong baik top up saldo ko ga masuk masuk udah x begini,negatif
baik gak bagus aktivitas jdi ganggu ku saran yg blom pake dana silah pake apk,negatif
akun kirim uang e wallet bank aju adu baik,netral
bagus limit dana cicil sedia laku,positif
nyaman dah mudah paham,positif
dana rekomen tampil sederhna mudah erti,positif
q ris aplikasi error tlg benah lg aplikasi,negatif
min gimana sih udah top up via bank ntb syariah udah hasil saldo potong dana nya masuk udah tunggu tolong benerin,negatif
tipu online mengatasnamakan dana rekomendasi simpan saldo nilai nya ratus ribu dana lot sikap aman konsumen,negatif
dana hilang maw ganti ribet isi dana tolong perhati gak tindak,negatif
kesini sono gagal apk dana skrng anehh ya verifikasi yg tentu akun ubah nomer nomer aja nomer yg aktif hasil terima uang no dana data ganti nomer kembali wkwkwk akun laen ya haha,negatif
ya log in akun sdh isi password verifikasi wajah tdk bisaaa,negatif
dana bug mulu gk buka tolong baik,negatif
udah topup dana mlh gk uang gk masuk udah tf nomor udh bener,positif
maaf kasih bintang pas ganti kartu pindahin nomor gak premium tulis akun gagal premium tolong tanggung jawab transfer susah mohon erti dana,positif
udah kali updaet menu dana cicil,negatif
dana fitur dana cicil dll yah,positif
yah yaman pakai dana salut yg muda banget terimakasih dana terima kasih sekian terima kasih,positif
aplikasi baik jam jam kerja kalo baik lihat sikon jam ngasal,negatif
susah banget klo hapus data akun aplikasi dana aplikasi dana tlong jgn sulit sulit orang yg hapus data akun,negatif
adain gitur dana cicil kalo gabisa limit mas,negatif
limit dana cicil sedia kasih fiturnya,negatif
apa gua ken top up game gak kalo tau gitu gak isi saldo dana mending gopay langsung top up,negatif
mohon dev dana aplikasi versi baru suka force close mohon diupdate nyaman transaksi makasih,positif
kecewa aman tp bobol saldo ngirim kl msh bs bobol ngx ush hati hati pakek apk in,negatif
udah ngelunasi dana cicil eeeh ngk pakai lgi aneh pdahal byar nya jatuh tempo kn konyol apk limit doangg sedia tpi gk pkai gk bgt limit sedia angsur lunas apa aja yg banyak alas bnyak bacot,negatif
aplikasi nya lot parah beda upgrade premium mentok layar putih melulu koneksi internet normal aja udah coba hapus cache data tetep tolong baik performa aplikasi nya,negatif
akun premium gak login kendala jaring jaring oke,negatif
bantu proses transaksi kurang fitur dana instan nya,positif
hati korban curi uang akun dana uang kirim konfirmasi pin otp bentuk notifikasi akun heck taut a rewards taut akun dana akun mana pakai aplikasi hati kalo terima notifikasi langsung buka notifikasi nya moga manfaat,negatif
aman tabung sini dana kembang,positif
ngapa pas gua buka kayak gaada sinyal pdhl sinyal bagus gua buka apk gabisa buka alas koneksi putus pas gua udah download ulang tetep aja tulis koneksi putus yang bener lah ini ada saldo gueeeeee buat makannnnn,negatif
aplikasi sulit mb admin aplikasi jga potong admin verifikasi eror kecewa berat,negatif
bikin jaring masalah udah nunggu jam ga buka urgent ni sebal,negatif
aplikasi dana manfaat bantu dlm hidup hari pokok bantu yg rekening,positif
kasih bintang kalo akun udah kasih reting bagus kecewa banget akun tangguk top up doank ane banget apk dana,negatif
tolong fitur dana cicil mudah akses,positif
top up roblox nggak udah uang nya yg rp nggak dana nya tolak transaksi nya apa,negatif
gimana sih aplikasi lancar aja ganti hancur nya upgrade apk nya ga buka ambil uang ga suruh chat ana mana chat apk nya ga masuk loading abis tu menu tolong upgrade,negatif
dana cicil kpotong otomatis gw mw bayar smua biar dapet promo kaga kbayar smua promo kaga dapet iming promo gw chat admin nya aj gada solusi layan burukk kocag dh tinggal receh apus akun aj,negatif
fitur dana cicil udah dapet limit eh gabisa pakai wkwk aplikasi dapet limit saldo cicil gabisa pakai,negatif
guna ngalamin topup dana tp saldo gak masuk udh chat ana tlp cs kali yg suru nunggu x jam yg suru nunggu sampe tolong ditindaklanjuti gimana selesai tgl yg kaya yg ngasih rating jelek karna yg dana tolong selesai kembali saldo karna emg hak bukti,negatif
bantu transaksi hari sayang nya dana dana cicil dana,positif
mas mula x coba transfer k bank allahmdllah midah cepat gerat potong,positif
kecewa bayar dana cicil bayar,negatif
dana cicil gak bs alas sedia guna dana cicil pdhal limit utuh cicil udah lunas,negatif
apk busuk pas tf saldo nya gantung terang nya udah hasil complain dana ana responnya lambat selesai anggap udah selesai saldo nya masuk nomor tuju emang apk busuk busuk busuk nya,negatif
top up e wallet masalah aduin customer service solusi bot top up e wallet ny mnurut ku guna mending hapus aja menu top up e wallet biar harap palsu,negatif
sangat bantu ulas kesini aplikasi susah masuk loading aplikasi clear cache restart sesuai arah hasil bantu tolong bantu masalah thx,positif
kecewa transaksi pending jelas transaksi selesai kemarin pakai aplikasi dana aman aman trouble nya kali transaksi pakai dana karna kecewa tolong pertanggungjawabannya uang urgent pakai,negatif
parah bgt dana skg ga masuk sm stlh masuk no hp lgsg blank layar hitam ditungguin smp mnt ga ubah tolong donk baik lgi sy mggunakan dana tuk darurat malam habis paket data habis token listrik,negatif
sih dana tf bank payment aja susah tulis nomor bang salah kadaluarsa gak ngerti asli heran banget lancar lancar aja pas bayar bayar masuk e c shopee gin beneran kaga tf no rek bingung suka banget aplikasi kek gitu hadeuh,positif
hapus aja tuh sistem bayar qris nya ga error mulu,negatif
udah kali yah saldo potong tahu potong krna yt music getcontact udh batalin langgan nya apk sedot alas langgan aktif udh batalin loh langgan si apk apk play store aja potong kali udah kali jujur kesel udh ngajuin kembali dana gak balikin,negatif
apknya bagus mudah utk transaksi,positif
ya dana kemarin gak beli token tf gak tolong donk baik,positif
aplikasi amanah transaksi tidur hp gak buka dana rb tinggal rb aneh banget ayo maen dana dana pindah seabank dana amanah transaksi aneh,negatif
akun dana dudaj premium fitur dana cicil nya ga fitur dana plus biji biji,negatif
aplikasi dana tolong error karna bantu knpa slalu kadang kadang suka bikin jengkel,positif
lot nyaman transaksi,netral
mantapp transaksi nya bayar mudah,positif
apk mudah guna simpan uang bentuk digital simple metode jual beli apk mudah guna metode bayar qris mantap bener dah,positif
banget pake dana selam transaksi aja ngga fitur dana cicil mohon bantu,positif
bantu apk bagus cepat transaksi nya,positif
oke fitur dana akun aplikasi dana nya bintang,netral
saya nggak lihat mutasi transfer an teman teman kendala ketika mutasi teman muncul bukti transfer tulis yah kendala nih coba ya kali kali kali,positif
akun dana gua premium transaksi gua udah jt kemarin gak fitur dana cicil gak notif buka fitur dana cicil yg akun gua woi gua transaksi pakai dana aneh bet nih apk hilang saldo k mana,negatif
keamana nol data mudah sebar oknum pishing kecewa,negatif
ngisi saldo kena biaya top up ribu,negatif
aplikasi nggak login kali pakek kode otd udah kartu nya hilang nggak pilih menu tks,negatif
gila sih parah dapet transfer suami jt nya hilang bahkan refresh gak udah ku coba unistal instal aktifitas mutasi nya hilang sudah hubung ana alami koneksi yg eror salah teknis apa coba ganti jaring tolong yah min kerja sama balikin uang,negatif
kasih fitur blokir coba pasuk akun min udah jam akun masuk,negatif
qris error tari error gk nyaman,negatif
aman nyaman simple transaksi ga ribet cepat donlod,positif
maintwnance bikin aplikasi buruk males pake aplikasi dana,negatif
saya nginstal dana versi gak pake android j ace nya dana sesuai hp milik costumer,positif
udah pakai dana akun tangguh udah bikin akun transaksi apa tangguh gimana sih emang gak dibolehin pakai aplikasi kah udah lapor sampe bulan gak solusi cs template gak bantu emang stop pake aplikasi dana gak layan kendala customer bahkan bintang kasih dana,negatif
lengkap mudah cepat utama puas langgan tetap mana layan butuh good job team thanks,positif
loading nya banget transaksi susah transaksi belah aman aman aja lancar dana susah ya,negatif
uang hacker hilang tahap uang ambil aplikasi sangat kurang aman,negatif
bagus jadi simpan uang,positif
apl dana sy buka bugg tdk login tp terima uang mohon bantu nya gmna nya udah sy restar ulang udah hapus chat data tp ttap tdk masuk aplikasi lg kali nya ppertama update yg nya haduhhhh pusingggghh saldo nya lumayan dipake lgi tolong aplikasi mana letak kesalhannnya,netral
simpel mudah praktis,positif
aplikasi kasih bintang kendala alami salah contoh top up saldo top up saldo pesan kalo terima saldo saldo tambah tunggu penuh tambah saldo saran kalo update baru nya update event bonus macam coba upgrade sistem,negatif
uang hilang rupiah dana transaksi apa catat riwayat transaksi gimna inih admin dana uang lumayan,negatif
aplikasi nya bagus fitur cicil nya bintang poko nya,positif
aplikasi bego gabisa buka duit tabung dana lumayan heran aplikasi eror mulu,negatif
bagus tolong muncul dana cicil premium nunggu aktif transaksi dana,positif
top up dana notifikasi masuk dap gak yg masuk gilir bantu aplikasi aplikasi lot banget tungguin ber menit gak masik loding jaring bagus aj uang nya tilep tolong ya liat komen baik salah kek nya pindah apk aja deh transaksi udah masuk grenjel hati awas aja klo ulang,netral
ni aplikasi jd kyk gin nambahin rekening kirim uang aj g bs trs tf by qtus jg g bs trs kirim adu jg jwbn muter muter,negatif
muter sinyal bagus buka aplikasi aja bagus buka dana muter abis top up,positif
sangat puas mudah guna transaksi terima kasih dana,positif
saya salah top up nomor potong saldo akun pakai nomor arah input pin tau pin karna ikut langkah lupa pin arah verifikasi via whatsapp kode otp masuk langkah nya ceklist verifikasi selesai sudah telfon cs ulang kali jalan aneh saya sulit akun nomor,negatif
sering error kirim e wallet aja belebet banget udah nunggu,negatif
lot lihat riwayat transaksi susah hari error,netral
apknya knp y ko buka aja susah bener mai transaksi copot pasang apk dana pake wifi tetep g buka udah kali copot pasang apk tetep buka abis instal ulang setelahny transaksi buka apk lg g buka unistal downlaod ulang,negatif
bantu transaksi simpel mudah paham,positif
dana pelit ya padahl transaksi dana tp ko dana cicil mash rb itu pake rb trus fitur dana instan d ap sy tolong diperbaikila dana sblm sy uninstal,negatif
bagus bantu limit,positif
aku instal unistal ber xx hp oppo af login buka aja kagak x klik kalo tuju aplikasi hp keluar baru pindah aplikasi mah bikin emosi ngabisin kuota gin ya developer,negatif
aplikasi ribet kalo login mah tinggal verifikasi wajah pin gausah pake verifikasi kode otp nomor aktif dalem nya saldo chat ana nyelesain hadehh makin ribettttt,negatif
transfer saldo dana gopay nominal status dana hasil kirim tpi saldo kirim blm masuk akun gopay nya respon cs nya jga lambat tangan saldo nggx tau mana ntah kirim hilang,negatif
aneh pindah akun scan wajah pdhl pencayahayaan bagus,negatif
maaf kak izin keluh top up game eror tulis dana tolak bayar anda periksa akun dana pilih metode bayar tau bug resah moga baru kembang lebih aplikasi mudah pakai kasih bintang sekian aja keluh moga kembang,positif
ini ya trs dri aplikasi login,negatif
akun dana tahun transaksi fitur lengkap akun dana aplikasi manfaat otw uninstal,negatif
apk nya udah bagus event event nya ga wort it dana points ga tukar macem,positif
ko dana cicil ga pakai ya limit tolong baik min,netral
saya bayar premium aplikasi beli game masalah uang pindahin gopay masalah udah kayak gin selesai selesai tolak isi pesan tolak transaksi tolak or fgemf udah nonton tutorial kayak gin sayang banget uang hangus gara gara pake dana,negatif
kecewa rajin transaksi fitur paylater danacicil ga fungsi payah potong top up huh promo udah jarang suka misi tolong tingkat layan cuman nikmat biaya transaksi potong capat eeq laah,negatif
scan qris baca ups gambar qr nya edit gambar yuk padhal qr nya udh banget hd coba pakai hp kamera burem aja baca ga aneh kecewa banget,positif
dana tolonggggg no ku aktif ilang otp kalo udah ktp verifikasi muka pin masuk akun nyaaa tolong dansa baru kaya maling,negatif
aplikasi jelek dana sedot ribu x nya lohh jadi aju kembali dana tanggung,negatif
diupdate transfer loading muter sinyal wifi bagus terima tranferan heran dana lapor ana memerksa lapor tranfer,negatif
heran d sistem dana cicil lunas in tdk laku fitur dana cicil tdk d alahkn d hps ap d muncul in fitur nya tdk bantu kecewa saran hps fitur dana cicil tdk trima kasih,negatif
masalah belum selesai aplikasi dana lot fitur dana emas buka clear cache update restart sudah saya kirim bukti via ana aplikasi akses normal mohon eskalasi tim teknis template,negatif
mudah nyaman simpan,positif
mohon ya aplikasi baik jgn culas pemberitahuan dana potong aja ktnya tdk potong tp dana akun raib aja tdk tp jt pakai ya lumayan tolong evaluasi ulang,negatif
sih hapus data akun sulit ampun gw ganti nomer gw abis dipake kakak gw mohon mudah gw dah ktp daftarin data gw data kakak gw hapus aja sulit ama ni apk gj banget abis tu page not found sinyal gw bagus zenless zone zero mlbb genshin wuwa apk ginian ngelag kelazz butuh wifi lancar hapus data woi gw pen hapus data doang susah,negatif
tolong baik sistem kirim masalah,positif
jujur bantu fitur dana paylater nya limit ribu rupiah telat bayar tempo bayar kejar tunggak bulan milyaran bulan tawar naik limit paylater ribu seta ribu tahun tawar naik limit,positif
dana aman bnyak uang yg hilang maling nya hati apk,negatif
kecewa semenjak dana cicil hutang cicil bayar telat tp dana cicil sedia kecewa bikin males aja,netral
aplikasi bantu transfer beda bank sedia x gratis transfer top up nya gratis banding top up aplikasi bantu bayar payment dgn admin murah banding aplikasi hnya simpan saldo bikin was was krn saldo hilang mayan banyk skarang gak nyimpan saldo krn aman mohon aman,positif
tipu uang potong izin pakai bank hilang ya maklum udh kali gak ngerti ya orang butuh uang makan gimana,negatif
transaksi masuk pin dana saldo hilang bayar transaksi pulsa nomor jg ga kenal uang jg refund kecewa pakai dana percaya saldo k,negatif
kasih limit cicil gabisa pake transaksi tetep aja gabisa pake dana cicil,negatif
kenapa gagal masuk akun dana verifikasi wajah layar beranda muncul mohon atas cepat dia stuck menu masuk tampil hapus cachenya verifikasi wajah muncul stuck baca masuk tampil layar layar kosong hape setel pabrik download dana mohon balas,negatif
sih update aja kendala saldo oke jaring oke aja kendala parah transaksi saldo masuk saldo kurang gedek banget gw bilang gin kali customer service update aja bobrok,negatif
pakai dana limit ribu payah parah pakai uninstall aja deh aplikasi bohong aja bilang limit juta ribu woy,negatif
mudah cepat biaya ongkirnya murah bantu,positif
gabisa login bilang jaring masalah gilir nyoba pake nomer login jaring aman kuota wifi lengkap aman lancar kenceng gabisa login akun saldo gajelas,negatif
tari saldo dana bisnis yg kirim dompet dana tarik jam yg hambat dalm bisnis yg terima uang dana guna qris dana bisnis berfikir ulang uang putar kencang tks,positif
bintang pakai aplikasi dana kemarin top up etol dana status transaksi hasil saldo dana kurang kartu etol nambah saldo lapor info info dana lapor email respon dm akun sosmed gak respon tolong proses,negatif
gabisa login harga dikit nomer sesuai nomer kalo digit rangin nomer gimana solusi gak gin,negatif
kesini error yg status transaksi gagal gitu ulang transaksi yg yg hasil astaga udah gitu nyalahin konsumen yg keliru kocak kali bah,negatif
saldo dana cicil lunas belakang saldo dana cicil aneh,negatif
ngirim dana gopay kena ppn trus pajak dasar perak total nyampek ngk gejalas banget,negatif
tim developer transaksi x beli pulsa satu gagal trus kali hasil pulsa ny ga masuk tpi notif dihp satu gagal uang ku udah tolong baik yaa,negatif
aplikasi nya bagus mudah kasih bintang puas notifikasi nya bunyi beda tau hp aplikasi nya terimakasih,positif
aplikasi bagus kali fitur dana cicil aman stelah sdh lunas cicil nya gilir pakai sdh bantu admin ana nya admin muter doang nya transaksi dana cicil skarang limit nya coba pas tulis situ tdk saldo atw saldo cukup limit gak tolong baik fiturny,positif
login susah tambah kalo masuk transaksi logout dengan update baru apk nya tolong baik min,netral
aplikasi dana lancar kendala malam top up saldo shopeepay transaksi hasil dana masuk chat via aplikasi merespon mohon dana bantu terimakasih,netral
utk transfer dn utk in dlm sgala tdk ad sulit ganggu smoga ttap bagus aplikasi tlong admin bnerin aplikasi danax gliran update pas mw transaksi buka aplikasix eh kluar sndri dri brandax tlg betulin lg,positif
bagaimana sih masak transaksi proses jangka jam jika transaksi batal kembali saldo nya baru kecewa dana tunggu bagus bintang,positif
jam transaksi pending jam tentu gimn sih telpn cs suruh tunggu mana bentuk tanggung tangan problem nya sistem nya jelek nominal uang nya lumaya gak ubah sekalu pending detik tolong suruh tunggu aja gak ubah transaksi nya,negatif
dana tolong update aplikasi sistem jaring stabil aplikasi bilang koneksi putus kasih bintang baik ku kasih rating bintang tau,positif
muncul fitur dana cicil akun dana daftar langkah aktivasi aja langsung muncul tulis dana cicil sedia akun mu fitur dana cicil akun klo,negatif
gak bintang jelek banget saldo bayar beli error transaksi lebih saldo taik,negatif
fitur nya lumayan bagus kecewa dana cicil lunas jatuh tempo gak bsa limit bagus lunas jatuh tempo eh dana cicil sedia limit tolong jelasin knp bsa ya udah bulan blm bsa,netral
alam aplikasi dana bagus manfaat aplikasi mudah bayar transfer uang beli butuh digital cepat proses mudah tampil sederhana nyaman,positif
aplikasi dana gopay tolong lh kondisi akun ktp smntara klu tf an no hp tdk daftar akun bs masuk uang a ambil ga bs pake ktp premium smntara ktp cm permaianan licik gmn ya a kn klu no hp tdk daftar akun jgn trima lh uang a ya tolak lh ribet aja pn,negatif
bantu login tiap login perangkat susah ampun verifikasi password wajah whattapps repot kartu hilang hangus,positif
kecewa dompet digital dana member transaksi ga bagi unggul fitur dana dana cicil event tarik nya ga cashback apa hadiah saldo,negatif
mohon dana aman nya tingkat contoh bikin lupa pin mintak otp pake wajah mudah orang bikin lupa pin terkadang hp hilang krn dana gk jd orang langsung akses bikin lupa pin transaksi dr barkode pake pin wajah terimakasih,netral
makin kacau ni aplikasi jam ga buka stak logo install ulang kemarin kemarin udh mending skrng kambuh yg parah cs nya ai ga nyambung kalo komplen auto pindah gopay,negatif
dana aman uang hilang transaksi apa masuk pin bayar terima kode otp notifikasi bayar pulsa hasil jaaaannnncccuuuukkkkk,negatif
data pin retas apk gak kasih pin tau orng dekat bank walet yg aman aja tuh saldo retas china gak aman pake aplikasi,negatif
apk login hapus instal ulang sdh sih sampah nya ttp nya sllu uninstal instal ulang bgtu status nya sdh bln,netral
tidak langgan transaksi saldo potong rp minggu buka aplikasi dana habis saldo aplikasi recommended simpan uang dana aplikasi sampah kembali saldo,negatif
ko dana ga ya suka saldo hilang pas riwayat liat aktivitas bayar ny kalo emng bayar pakai password dlu pin mah nggak langsung d transaksiin trus kalo udh gin syp coba yg salah d suruh bikin pin kalo kaya gitu aja trjadi,negatif
bikin program hadiah bohong udah ngumpulin poin gak dituker alas stok habis tipu publik nama hapus aja program upgrade premium reward nyesel,negatif
upgrade premium bayar rp ujung gagal coba x gagal rb dana peras iya gagal dana kembali data lengkap tolong kondisi atur paksa bayar aplikasi dana bangkrut kah,positif
mengunakan apl tarik dana dana blokir penguna mengunakan aktif uang hilang saldo habis top up hilang pertangung jawabanya,negatif
kecewa tdk tunggak tagih apa dana dana cicil br pakai limit k tp tdk bs bolak konsul cs tdk solusi dana cicil kl tdk bs pakai desak suruh transaksi pakai yg,negatif
halo ka atas limit dana cicil ko hilang gara ganti email tolong solusi akun baik dana cicil ya pake pake coba tes beli pulsa pulsa sedia seng fitur cicil beli pulansa sedia tolong baru akun tolong respon,positif
min tolong verifikasi wajah baik krn hp posisi ngga kamera depan jd gmn login klw kamera rusak tolong sedia opsi kamera jg pakai opsi,positif
tahun pake dana emosi bgt dana skrg susah login udah hapus chace udah update gabisa login sekali langsung aplikasi nasib uang dana gimana gabisa login gin,negatif
mohon bantu akses nya min login nomer hp password verifikasi wajah data sesuai ktp ga login saldo rekening dana bener bener aneh verifikasi wajah ttp ga bisalogin mohon kerjasamanya pakai dana udh bngt inj dana susah log in,positif
sudah lunas angsur dana cicil dana cicil nya tiap lapor suruh custumere care layan langgan ana muter situ aja nggk jelas nya makasih,netral
lama aplikasi nya tdk bagus dana cicil bs aktifitas tdk bs lihat chat adu sdh tdk tdk bs jg proteksi aktifitas proteksi tdk nyaman nya,negatif
tolong banget dana bikin top up e money shopee pay premium biar enak belanja shopee gk cash habis shopee pay isi dana premium tolong timbang ya dana,positif
kecewa event ngabuburich suruh ngumpulin points pas tuker habis kirain gak bates ngumpulin points nya habis gak tuker rugi banget unlimited batas gitu hadiah nya pelit rugi saya,negatif
event baru dana point tipu coba tukar hadiah habis stock sinyal bagus tunggu reset cs nya ai malas bantu apknya,negatif
pindai wajah eror aktif fitur dana fizz nonaktif fungsi pindai wajah pindai gagal identifikasi wajah tolong baik saran fitur dana fizz nonaktif sandi,negatif
saya guna dana bilang kali kecewa ga kecewa x kecewa yg krn jam yg beli mytelkomsel bayar dana ga info apa my telkomsel beli gagal dana hasil saya jelas balas assistant ai nya tolong kaya gin tuh pake manusia bagai customer service saya bingung ngadu mana hadap nya ai,negatif
halo min disni kali isi saldo tp masuk dompet dana ya x coba isi saldo tp tetep masuk lapor suda kirim tolong info,netral
bagus sih bagus ya cuman tuh skrg ak ad kendala sm perangkat yg taut nya hp kalo dikeluarin eprangkat nya scan muka ak dah scan muka kali kali ttp aja gabisa udh ana ttp gbs,negatif
saya kecewa aplikasi dana dimna henti langgan capcut bayar potong otomatis bikin heran tanggal bayar capcut aplikasi dana henti langgan jadi komplain cs bayar hasil batal bayar anehh,negatif
ga kecewa layan dana saldo ilang rb sedot akun apple sambung putus g pke apple jeda menit langsung tarik dr uang masuk hubungin call center tp bantu kecewa pokok bantu tp arah apple apple log in,negatif
gw kasi turun bintang event ngabuburit suruh kumpulin koin koin nggak tukar udah klaim sesuai jam pas ttp aja nggak udah lelah kumpulin sampe pake uang tabung update premier biar lbih cpt dpat koin eh nggak tukar minimal developer klo bikin bener nggak kasialah bikin nggak klaim jelasin bintang gw kasi event nggak benefit,negatif
bug pas bayar pakai qris gak yg jaring masalah yg fitur baik pas bayar pakai dana gitu tolong ya developer tingkat kerja dana baik bug nya,negatif
aplikasi aman banget colong dana login mudah manipulasi lupa sandi verivikasi parah sih udahlah nggak pakai trauma,negatif
